3.443418813415528135e+00,-1.782503999999999866e+00,1.023416019474998429e+01,-9.360766999999999172e+00,1.156068211103479904e+00
3.291617067432965893e+00,-1.467971999999999833e+00,1.006415163206263230e+01,-9.257094999999999629e+00,1.246894148519031464e+00
3.050792985536711743e+00,-1.752959999999999630e+00,9.992338407090953112e+00,-9.242531000000001384e+00,1.126510471267355706e+00
3.071293184770219842e+00,-1.613427999999999862e+00,1.004373262283285584e+01,-9.236270000000001090e+00,1.021796884217210710e+00
3.716564045150305251e+00,-1.642336000000000240e+00,9.928992291855303520e+00,-9.385728000000002069e+00,1.150830600634167977e+00
3.654753951965986847e+00,-1.778283000000000502e+00,1.015332774576833508e+01,-9.244076999999998989e+00,1.055734670823592847e+00
3.542843240490750389e+00,-1.372446999999999973e+00,1.009727136241836121e+01,-9.270001000000000602e+00,1.006252466539088841e+00
3.140611599400823462e+00,-1.140753000000000128e+00,9.928762151654858314e+00,-9.416629999999999612e+00,1.129505452793832410e+00
3.381952013255658418e+00,-1.469893999999999812e+00,1.017696050730393686e+01,-9.266651000000001304e+00,9.931093266101169714e-01
3.055426706120603519e+00,-1.485024999999999373e+00,9.847047747496047165e+00,-9.391318000000000055e+00,8.422646582494127676e-01
2.865694629959025796e+00,-1.345368000000000341e+00,1.007455268360600620e+01,-9.376128999999998825e+00,8.240759377411769337e-01
3.283575609217945335e+00,-1.128892999999999924e+00,9.851153143371689680e+00,-9.433254999999999058e+00,1.020258725164847613e+00
3.833961000828646881e+00,-1.272774999999999990e+00,9.908915312291304289e+00,-9.188189999999998747e+00,1.037444534613778835e+00
3.911303787009518196e+00,-2.015765000000000029e+00,1.018929091005075449e+01,-9.290731999999998436e+00,1.177588790576319822e+00
3.524117431082426144e+00,-1.144471000000000016e+00,9.857077735800098495e+00,-9.223378999999999550e+00,1.200039267565440992e+00
3.663076237358430909e+00,-1.197610000000000063e+00,1.026529527744848025e+01,-9.284824999999999662e+00,1.032865229568214360e+00
3.589412063474462400e+00,-1.497472000000000136e+00,1.003631659348408256e+01,-9.262481999999998550e+00,1.087618826962828855e+00
3.516137517943659585e+00,-1.541652999999999940e+00,1.012289787810456865e+01,-9.269743000000001842e+00,1.036139712874668106e+00
3.946664208637339577e+00,-1.445768999999999860e+00,1.037149908411108612e+01,-9.349319000000001267e+00,9.903235015140254838e-01
3.779959686707782929e+00,-1.269508000000000081e+00,1.002937600190365863e+01,-9.278473999999999222e+00,1.042110726410106603e+00
3.467791515956372805e+00,-1.293280999999999681e+00,1.004140832802441352e+01,-9.356147999999999243e+00,1.086721715286392831e+00
3.188438480584971479e+00,-1.183544999999999847e+00,9.707515639210422265e+00,-9.406669999999998311e+00,1.081463485928211954e+00
3.597902134945307306e+00,-1.378133999999999970e+00,9.978039347748735466e+00,-9.365095999999999421e+00,1.006858270947803113e+00
3.581816543785569351e+00,-1.038107999999999809e+00,1.017547909052630217e+01,-9.329753000000000185e+00,1.201026894911183973e+00
3.385634828553723885e+00,-1.210221999999999909e+00,1.008768529879561093e+01,-9.324305999999999983e+00,9.721289822708714112e-01
3.624215974902571968e+00,-1.257568999999999937e+00,9.967716146551223844e+00,-9.231135999999999342e+00,9.947635983991373054e-01
3.744112738181236910e+00,-1.426232999999999640e+00,1.017617487848027480e+01,-9.299690000000000012e+00,1.041896653171992870e+00
3.326918135537903609e+00,-1.077473000000000125e+00,9.870332030918008925e+00,-9.148450999999999667e+00,1.101619780141950944e+00
3.616915641708553508e+00,-4.217580000000000218e-01,9.924305953199192842e+00,-9.395440000000000680e+00,1.189914653249971588e+00
3.476959203215361338e+00,-7.586239999999999650e-01,1.008229858728063455e+01,-9.167602999999999724e+00,1.220461102565337796e+00
